Date,Open,High,Low,Close,Volume,Adj Close
2010-01-01,0.61797,0.61992,0.61797,0.61985,0,0.61985
2010-01-04,0.61969,0.62247,0.6158,0.62059,0,0.62059
2010-01-05,0.6204,0.62617,0.61897,0.62536,0,0.62536
2010-01-06,0.62525,0.6272,0.62254,0.62407,0,0.62407
2010-01-07,0.6241399999999999,0.6289,0.6227199999999999,0.62759,0,0.62759
2010-01-08,0.62743,0.62822,0.62108,0.6240600000000001,0,0.6240600000000001
2010-01-11,0.62179,0.62236,0.61749,0.62062,0,0.62062
2010-01-12,0.62054,0.62243,0.61743,0.6191300000000001,0,0.6191300000000001
2010-01-13,0.619,0.61961,0.61346,0.61402,0,0.61402
2010-01-14,0.61417,0.61526,0.6117199999999999,0.61222,0,0.61222
2010-01-15,0.6121,0.61641,0.61158,0.61463,0,0.61463
2010-01-18,0.6137199999999999,0.61523,0.6106,0.61151,0,0.61151
2010-01-19,0.61154,0.6129399999999999,0.6076199999999999,0.61137,0,0.61137
2010-01-20,0.61116,0.61544,0.6108100000000001,0.61357,0,0.61357
2010-01-21,0.61335,0.61992,0.613,0.6170899999999999,0,0.6170899999999999
2010-01-22,0.61748,0.62185,0.61407,0.62073,0,0.62073
2010-01-25,0.62054,0.62112,0.61493,0.61538,0,0.61538
2010-01-26,0.61545,0.62121,0.61463,0.61931,0,0.61931
2010-01-27,0.61931,0.62062,0.61561,0.61812,0,0.61812
2010-01-28,0.61812,0.6205,0.61439,0.61946,0,0.61946
2010-01-29,0.61932,0.62566,0.61807,0.62559,0,0.62559
2010-02-01,0.62602,0.63073,0.6259,0.6268600000000001,0,0.6268600000000001
2010-02-02,0.62692,0.62861,0.62517,0.62531,0,0.62531
2010-02-03,0.62527,0.62952,0.62228,0.6281399999999999,0,0.6281399999999999
2010-02-04,0.6281800000000001,0.63551,0.62817,0.63412,0,0.63412
2010-02-05,0.63412,0.64255,0.63379,0.63865,0,0.63865
2010-02-08,0.6411100000000001,0.64359,0.63855,0.6420100000000001,0,0.6420100000000001
2010-02-09,0.64218,0.6424300000000001,0.63537,0.6371899999999999,0,0.6371899999999999
2010-02-10,0.63718,0.64208,0.6343,0.64053,0,0.64053
2010-02-11,0.64045,0.6424300000000001,0.63626,0.63686,0,0.63686
2010-02-12,0.63686,0.64156,0.63537,0.63702,0,0.63702
2010-02-15,0.6378,0.6402899999999999,0.63617,0.6382800000000001,0,0.6382800000000001
2010-02-16,0.63831,0.63969,0.6330899999999999,0.63331,0,0.63331
2010-02-17,0.63335,0.6382,0.6322,0.63767,0,0.63767
2010-02-18,0.63756,0.64864,0.63743,0.6483800000000001,0,0.6483800000000001
2010-02-19,0.64784,0.65091,0.64608,0.64666,0,0.64666
2010-02-22,0.64648,0.6471899999999999,0.64466,0.64572,0,0.64572
2010-02-23,0.6450199999999999,0.6494300000000001,0.64218,0.64742,0,0.64742
2010-02-24,0.64742,0.64976,0.64631,0.64863,0,0.64863
2010-02-25,0.64847,0.6580699999999999,0.6484,0.6559999999999999,0,0.6559999999999999
2010-02-26,0.6562399999999999,0.6598,0.65325,0.6562100000000001,0,0.6562100000000001
2010-03-01,0.65854,0.67388,0.65772,0.66761,0,0.66761
2010-03-02,0.66778,0.6729,0.6652,0.66542,0,0.66542
2010-03-03,0.66565,0.6674800000000001,0.66083,0.6621199999999999,0,0.6621199999999999
2010-03-04,0.6622399999999999,0.6663100000000001,0.66083,0.6650699999999999,0,0.6650699999999999
2010-03-05,0.6652,0.6665800000000001,0.6593100000000001,0.66081,0,0.66081
2010-03-08,0.6601199999999999,0.6651100000000001,0.65796,0.66481,0,0.66481
2010-03-09,0.66467,0.66925,0.66467,0.66594,0,0.66594
2010-03-10,0.66595,0.6723100000000001,0.66595,0.6679999999999999,0,0.6679999999999999
2010-03-11,0.66791,0.66885,0.66287,0.6634800000000001,0,0.6634800000000001
2010-03-12,0.66359,0.66538,0.6571,0.6572,0,0.6572
2010-03-15,0.65809,0.6656,0.65751,0.6642600000000001,0,0.6642600000000001
2010-03-16,0.6645,0.6672399999999999,0.65527,0.6563,0,0.6563
2010-03-17,0.6563399999999999,0.65738,0.65059,0.65283,0,0.65283
2010-03-18,0.65291,0.65686,0.6524,0.65558,0,0.65558
2010-03-19,0.65558,0.66702,0.65545,0.66587,0,0.66587
2010-03-22,0.66692,0.66948,0.66173,0.6619,0,0.6619
2010-03-23,0.66173,0.66778,0.66168,0.66572,0,0.66572
2010-03-24,0.6656,0.67299,0.66509,0.67119,0,0.67119
2010-03-25,0.6712,0.67542,0.66742,0.6736300000000001,0,0.6736300000000001
2010-03-26,0.6734100000000001,0.67504,0.67006,0.67123,0,0.67123
2010-03-29,0.6702,0.67137,0.66582,0.66747,0,0.66747
2010-03-30,0.6676,0.66765,0.6611100000000001,0.6633899999999999,0,0.6633899999999999
2010-03-31,0.6634800000000001,0.6645800000000001,0.6578,0.6586,0,0.6586
2010-04-01,0.65828,0.65851,0.65367,0.65394,0,0.65394
2010-04-02,0.65386,0.65859,0.65361,0.65746,0,0.65746
2010-04-05,0.65488,0.65673,0.65283,0.65368,0,0.65368
2010-04-06,0.65364,0.66076,0.6532100000000001,0.65484,0,0.65484
2010-04-07,0.65477,0.66037,0.6542399999999999,0.65608,0,0.65608
2010-04-08,0.65608,0.66033,0.65428,0.65432,0,0.65432
2010-04-09,0.6543,0.65488,0.64977,0.65062,0,0.65062
2010-04-12,0.6483,0.65118,0.64568,0.65045,0,0.65045
